4,"This is the time trend of the active #Covid_19 cases by district in #Maharashtra 

Data put together from @Maha_MEDD reports

#Mumbai has made it, #Thane is getting there, #Pune isn’t yet 

#Kolhapur has seen a sharp increase so has #Ahmednagar & #Jalgoan 

(1/2)

Read belowpic.twitter.com/JCpak5p96o"
5,"@CollectorAhd SOS Regarding Interns of PIMS, LONI, AHMEDNAGAR are forced to do Covid-19 duty without adequate PPE, insurance coverage, proper training and special stipends. This is injustice and worrisome for parents. Earnest request for your intervention "
6,"@republic SOS Regarding Interns of PIMS, LONI, Ahmednagar, Maharashtra are forced to do Covid-19 duty without adequate PPE, insurance coverage, proper training and Stipends. Interns are not paid stipends for their service. As responsible channel, request for your intervention "
7,"@PMOIndia SOS to Hon PM Reg: Covid duty for interns of PIMS, LONI, AHMEDNAGAR, Maharashtra. Sir, Interns are forced to do Covid-19 duty without adequate PPE, insurance coverage and Stipends. Earnest request for your kind intervention. Hope PM Cares"
8,"@CMOMaharashtra 
SOS to hon. CM. Re. Rural Medical college,  Ahmednagar district. 
Medical staff including untrained interns forced to do Covid duty without proper gear or support. Huge risk! KINDLY INTERVENE....
Thanks. Worried parents."
9,"@OfficeofUT @AUThackeray @rajeshtope11 
SOS. Medical college Ahmednagar district. Medical staff including untrained interns forced on Covid duty without proper protection and support. Huge risk. PL INTERVENE.... Thanks. 
Worried parents."
10,"swachhbharat: The Government of India continues to support Nigeria and other African countries in their fight against #COVID-19. Recently, India donated around 7 tonnes of essential medical commodities to Nigeria.

#IndiaFightsCorona #SupplyWarriors #Swa…pic.twitter.com/A70tKztEno"
11,"@ManMundra hello sir, the people at Anand covid center-Ahmednagar, requires 100 vapourisers urgently. they are willing to pay for it but cant get any as there is supply problem and shortage of stock. hope you can help."
12,"swachhbharat: Amidst the #COVID-19 induced lockdown, Indian Railways emerged as the lifeline of the country. Read below the various initiatives undertaken.

#IndiaFightsCorona #SupplyWarriors #SwachhBharat

PMOIndia PiyushGoyal COVIDNewsByMIB MIB_India R…pic.twitter.com/eLogGVROZg"
13,"swachhbharat: Secretary DDWS, Shri paramiyer_ got back to the field and visited #Bihar, #UttarPradesh, & #Karnataka in these COVID times, mesmerised by the efforts being undertaken on the ground as #IndiaFightsCorona.

PMOIndia gssjodhpur IndianExpress 
…https://indianexpress.com/article/opinion/columns/covid-19-cronavirus-up-bihar-karnataka-6517118/ …"
14,"#ABNN
#ahmednagar_corona_update
#आपलं_बातमीपत्र_न्यूज_नेटवर्क
#अहमदनगर_कोरोना_अहवाल
#अहमदनगर_कोरोना
#ahmednagar_district_covid_update
#corona_report_22july
#coronavirus @ Ahmednagar, Maharashtra https://www.instagram.com/p/CC7wISppHA5/?igshid=nlr1a14g7d0n …"
15,"Feeling little jealous that you guys have an MP like Tejasvi. 

Our Ahmednagar city has got Amt from state govt to fight covid ,That's it. While Ahmednagar is mega Agricultural zone.

Whereas One corporator in Bluru is spending 20lacs.

That's why elect young & smart ppl.."
16,"@covid19indiaorg The covid patient count of Ahmednagar, Maharashtra is wrong on your website. On 20th July total count is 2027 with 854 active cases and 1133 recovered cases. Deaths are 40. Please correct it."
17,"शतरंज सी हो गयी है जिंदगी , कभी हिम्मत को
शाह दी, कभी कोशिश को
 मात.....!!!
#InternationalChessDay
#chess #Pune #Ahmednagar #shatranj
#yaari #dosti @imVkohli #Covid_19 @ayushmannk @yuzi_chahal @virendersehwag @YUVSTRONG12pic.twitter.com/TO298VPQil"
18,"Important for COVID patients. List of medicals who can supply Tocilizumab (Remdesivir) in Jalgaon, Nashik, Dhule and Ahmednagar @boomzy1231 @sandhyafernezhttps://twitter.com/InfoJalgaon/status/1284715585297776641 …"
0,"PM launches High Throughput COVID testing facilities at Kolkata, Mumbai and Noida https://pib.gov.in/PressReleseDetailm.aspx?PRID=1641550#.Xx7NW92yk2c.twitter …"
1,"'Be it an Isolation center or a #COVID Special Hospital or a network of Testing,Tracing&Tracking, India expanded its capabilities at a very fast pace.
Today there are more than 11,000 Covid facilities in India, more than 11 lakh Isolations Beds' PM @narendramodi"
2,"At 4:30 PM on Monday, 27th July, high-throughput COVID-19 testing facilities will be launched. 

These high-throughput testing facilities being set up in Noida, Mumbai and Kolkata will help in further ramping up our testing capacity says PM @narendramodihttp://nm-4.com/7ti9 "
3,A #PMGKY beneficiary from Mizoram thanks Centre for free ration during COVID-19 pandemic https://twitter.com/ImphalRob/status/1287611980673462272 …
4,https://twitter.com/covid19manipur/status/1287427542735974400 …
5,"#Manipur: 59 fresh #COVID_19 detected in the last 24 hrs, taking the total of positive cases to 2235

 Active cases stands at 714

 A total of 1521 recovered from #CoronaVirus
#ManipurFightsCorona
@airnewsalerts @airnews_shi @airnews_kohima @airnews_ghy @airnews_aizawl pic.twitter.com/uo2ZtMsOi4"
6,"| Naktuk-ah PM in High-Throughput COVID-19 testing facilities a hawng dawn |

July 26, 2020: Prime Minister Narendra Modi chuan high throughput COVID-19 testing facilities chu naktuk hian video conferencing hmangin a hawng dawn. 

Read @ https://www.exploremizoram.com/2020/07/naktuk-ah-pm-in-high-throughput-covid.html …"
7,"Highest ever recoveries registered in a single day; more than 36,000 patients discharged

Recoveries outnumber active #COVID cases by more than 4 lakh

Recovery rate touches new high, nearly 64% today

https://pib.gov.in/PressReleasePage.aspx?PRID=1641349 …"
8,"Ten recovered Covid-19 patients discharged today in Mizoram. Now total cases stand at 361, active cases 168 and discharged 193."
9,"No new case of covid-19 in Mizoram during last 24 hours. Total cases 361, active cases 178."
10,A #PMGKY beneficiary from Mizoram thanks Centre for free ration during COVID-19 pandemic. https://twitter.com/DDNews_aizawl/status/1286907925080940545 …
11,A #MGNREGA beneficiary from Serchhip District thanks Centre for under #PMGKY during COVID-19 pandemic. https://twitter.com/DDNews_aizawl/status/1286908424429559809 …
12,"29 fresh Covid-19 cases confirmed in Mizoram during last 24.
 Total cases 361, active cases 178, discharged 183."
13,"District Task Force on COVID-19 Chairman, Aizawl DC chuan Aizawl District chhunga Quarantine Centre-te thlen man leh ei leh in man a bithliah a, hetihlai hian district 8 a quarantine facilities/centre te senso phuhrukna atan Rs. 38,569,000 ruahman a ni.

#Quarantine
#Mizoram"
14,"24.7.2020 ah Lunglei Civil Hospital TrueNat-a Sample 25 test zingah #COVID19 Positive thar hmuh a ni lo. Quarantine Facility a awm mekte, thawktute leh midang pahnih test a ni a. CCC SIRD Pukpui a covid vei enkawl mek mi 3 test nawn ni bawkin, anni hi an la positive thung"
15,"#Covid_19 darh thei venna chi khat atana Civil hospital, Aizawl OPD-a nitin card pekchhuah theih zat bithliah chu human rights, fundamental rights leh supreme court thutlukna kalh thei a nih avanga sut leh a nih thu Medical Suptd-in thuchhuah siamin a tarlang."
16,A beneficiary of #PMKISAN thanks Centre for help during COVID-19 pandemic. https://twitter.com/ImphalRob/status/1286561144308666373 …
0,"#Rajasthan #COVID__19 update
Today 1134 +ve & 9 death report till 8.30 pm

247 #alwar
184 #Jodhpur
79 #Ajmer
80 #Jaipur
65 #Kota
44 #rajsamand
43 #pali
42 #sirohi
39 #barmer
36 #jhunjhunu
26 #Bhilwara
23 #Udaipur

Cumulative positive-37564
Active cases 9997
Total death 633pic.twitter.com/kCSXPiKq7T"
1,"Jaipur Jodhpur Rajasthan Cases Update | Rajasthan Coronavirus Outbreak Latest Updates/Corona COVID 19 Cases In Jaipur Jodhpur Bhilwara Jaisalmer Bikaner Banswara Ajmer Sikar | 1134 नए पॉजिटिव केस सामने आए, 9 लोगों की मौत; राज्य में कुल एक्टिव केस की संख्या 10097 पहुंची - ... 2... pic.twitter.com/Dpvp2nqmw3"
2,"Home quarantine for asymptomatic COVID patients with no co-morbidity, asymptomatic contacts http://jkmonitor.org/complete-news-list/59548-home-quarantine-for-asymptomatic-covid-patients-with-no-co-morbidity,-asymptomatic-contacts.html … via @ajmeralam2000"
3,"JK reports 470 new COVID-19 positive cases, 9 deaths from Kashmir http://jkmonitor.org/59542-jk-reports-470-new-covid-19-positive-cases,-9-deaths-from-kashmir.html … via @ajmeralam2000"
4,"#COVID__19 update #Rajasthan
1134 cases today including

247 from #Alwar
184 #Jodhpur
80 #Jaipur
65 #Kota
79 #Ajmer

37564 cases in all
633 deaths
26934 recovered
9997 active cases"
5,"#COVID__19 update #Rajasthan
1134 cases today including

247 from #Alwar
184 #Jodhpur
80 #Jaipur
65 #Kota
79 #Ajmer

37564 cases in all
633 deaths
26934 recovered
9997 active cases
#StayAtHomepic.twitter.com/Je2912TtCV"
6,#Covid-19 / जल्द ही मिलेगी बीकानेर और अजमेर को भी प्लाज्मा थेरेपी से इलाज की अनुमति - Ajmer Muskan - https://ajmermuskan.page/article/chovid-19-jald-hee-milegee-beekaaner-aur-ajamer-ko-bhee-plaajma-therepee-se-ilaaj-kee-anumati/mVy5v3.html …https://ajmermuskan.page/article/chovid-19-jald-hee-milegee-beekaaner-aur-ajamer-ko-bhee-plaajma-therepee-se-ilaaj-kee-anumati/mVy5v3.html …
7,"#COVID__19 update #Rajasthan
1134 cases today including

247 from Alwar
184 Jodhpur
80 Jaipur
65 Kota
79 Ajmer

37564 cases in all
633 deaths
26934 recovered
9997 active cases
#StayAtHomepic.twitter.com/YnrHhYnD6n"
8,"#Rajasthan #COVID__19 update
Today 448 +ve & 7 death report till 10.30 am
130 #alwar
50 #kota
43 #Ajmer
38 #Nagaur
36 #Jaipur
26 #Bhilwara
25 #Sikar #BarMer
16 #Ganganagar
13 #sirohi
10 #Banswara
9 #Jhunjhunu #hanumangarh
Cumulative +ve 36878
Active cases 10124
Total death 631pic.twitter.com/U4r0DOriPH"
9,"Rajasthan Covid-19 10:30am update

448 fresh +ve, 7 Deaths reports
#Banswara 10
#Ajmer 43
#Kota 50
#alwar 130
#Nagaur 38
#sikar 25
#Barmer 25
#Bhilwara 26
#Sirohi 13
#Jhunjhunu 9
#baran 6
Jalore 6
Dausa 6
Hanumagarh 9
Jaipur 36
Ganganagar 16

Cumulative+ve36878
Active+ve10124pic.twitter.com/cjxjjX1ro6"
10,"#COVID__19 morning update #Rajasthan
448 new cases

130 Alwar
50 Kota
43 Ajmer
38 Nagaur
36 Jaipur
26 Bhilwara
25 Sikar, Barmer
16 Ganganagar
13 Sirohi
10 Banswara
9 Jhunjhunu, Hanumangarh
6 Baran, Jalore, Dausa

36878 cases in all
631 deaths
26123 recovered
10124 active cases pic.twitter.com/Q66Pa8Lz51"
11,More than 30% recovered Covid-19 patients cannot be plasma donors: DAK http://jkmonitor.org/59505-more-than-30-recovered-covid-19-patients-cannot-be-plasma-donors-dak.html … via @ajmeralam2000
12,"JK reports 615 new COVID-19 positive cases, 7 deaths - 1 from Jammu. 6 from Kashmir http://jkmonitor.org/59504-jk-reports-615-new-covid-19-positive-cases,-7-deaths-1-from-jammu-6-from-kashmir.html … via @ajmeralam2000"
13,@India_NHRC if a person spits on road no #humanrights violations of others living in vicinity. If stubborn violators are beaten it’s human rights violation ? Right? In #COVID__19 the arrogant and stubborn helping spread disease as they don’t wear mask and helping community spread
14,Centre to draw plan for states to follow Delhi’s Covid-19 model - #IndiaNeedsDelhiModelhttps://www.hindustantimes.com/cities/centre-to-draw-plan-for-states-to-follow-delhi-s-covid-model/story-JiqrBnBnxXmlyyibf2MEhI.html …
15,अगर covid protocol की धजिया उड़े कोई बात नहीं। पार्टी है तो जहाँ है। प्रदेश वासी देश वासी का जीवन ख़तरे में पड़े देखा जाएगा। दिल्ली की गर्दन नहीं झुकेगी तो तोड़ देंगे. जय पार्टी
16,"Covid protocol not followed. Recovery rate going down, infected rate going up, more persons dying. If u have majority why do u want to call assembly session ?"
17,"@rsprasad sir amid covid -19 panademic i was unable to get my car seat belt repaired, a probable good reason to not wear seat belt, i was charged with a challan of rupee 10000 and was ruthelessly and abruptly misbehaved by ajmer, rajasthan police staff, please help i beleive you"
18,"JK reports 523 new COVID-19 positive cases, 9 deaths -  1 from Jammu, 8 from Kashmir http://jkmonitor.org/59486-jk-reports-523-new-covid-19-positive-cases,-9-deaths-%201-from-jammu,-8-from-kashmir.html … via @ajmeralam2000"
19,Per million Covid testing in J&K reaches 44744; recovery rate touches 53.01% http://jkmonitor.org/59474-per-million-covid-testing-in-j-k-reaches-44744-recovery-rate-touches-53-01.html … via @ajmeralam2000
0,"Covid spread under control in Akola, claims research veteran Dr Hatekar
 https://timesofindia.indiatimes.com/city/nagpur/covid-spread-under-control-in-akola-claims-research-veteran-dr-hatekar/articleshow/77174314.cms …
Download the TOI app now:
https://timesofindia.onelink.me/mjFd/toisupershare …"
1,Donating Rs51000/- for ambulance being maintained by Vishwa Hindu Parishad which helps in performing final rites of deceased Covid-19 patients @Rotary @JatinSayani
2,"#COVID__19 spread under control in Akola, claims research veteran Dr Hatekar http://toi.in/ExY40a/a24gj  via @timesofindia @TOI_Nagpur @InfoAkola @MahaDGIPR"
3,"Covid spread under control in Akola, claims research veteran Dr Hatekar - Times of India https://ift.tt/3hD5uNu "
4,"#Vidarbha #Covid_19 #updates 
July 24 2020
...
Day’s cases: 467
Day’s Recovered: 314
Days’ deaths: 8 (4-Nagpur, 1-Wardha, 1-Akola, 1-Yavatmal, 1-Amravati)
…
TOTAL CASES: 11123
TOTAL RECOVERD: 7433 (66.8%)
TOTAL DEATHS: 291 (2.6%)
TOTAL UNDER TREATMENT: 3399 (30.5%)
….
Contd..."
5,Sir @AUThackeray @CMOMaharashtra @OfficeofUT my Que is will u allow NTA to take   #NEET2020 #JEE2020 that is scheduled in 1st and 2nd week of september with rising covid 19 cases. I am resident of Akola district of MAHARASHTRA.
6,"@narendramodi
Covid 19 main job milna Mushkil ho gaya Kya kya karenge log 

Akola Maharashtra"
7,"Akola first in Vid to record 100 Covid deaths
 https://timesofindia.indiatimes.com/city/nagpur/akola-first-in-vid-to-record-100-covid-deaths/articleshow/77044056.cms …
Download the TOI app now:
https://timesofindia.onelink.me/mjFd/toisupershare …"
8,Akola first in Vid to record 100 Covid deaths http://toi.in/NJKRyb 
9,"Uganda is ready for covid
#M7 takyajooga, kati Amanyiira
Akola Malaya  lubuto @KalindaMwene"
10,Sir akola mey covid. Ka case kum ho rha hai bohot kum hui hai last ek weak mey fir bhi 3 days ka lockdown ku sir
11,"In Akola, Maharashtra
Covid positives till date: 2027
Active cases: 288
Deaths: 99
Yesterdays single day spike: 73
#COVIDUpdates"
12,"Jain sir , maharaj ji is  based  from akola. I am trying maharajis contact number from my friend,  maharajji ke relative hai. Il msg u, Once we are out of this covid mess ,we shall do the visit to akola."
13,"Covid in Akola, Maharashtra 
1943 till date covid positive cases
Discharged cases 1630
215 active positive cases
98 deaths
#COVIDUpdates"
0,"Trivandrum : 161
Malappuram : 86
Idukki : 70
Kozhikode : 68
Kottayam : 59
Palakkad : 41
Thrissur : 40
Kasargode : 38
Kannur : 38
Alappuzha : 30
Kollam : 22
Pathanamthitta : 17
Wayanad : 17
Ernakulam : 15

#Kerala_Covid_Updates.    
#Break_The_Chain"
1,"കേരളത്തിൽ 702 പേർക്കുകൂടി Covid
Trvndrm 161,  Kollam 22,  Palakkad 41, Ernakulam 15, Alappuzha 30,  Kannur 38, Kasargod 38, Wayanad 17, Kozhikode 68, Pathanamthitta 17, Thrissur 40, Malappuram 86, Kottayam 59,… https://www.instagram.com/p/CDJVWP7nKYY/?igshid=1m9uf892o7q0a …"
2,"702 COVID-19 cases in Kerala today.abroad-75 ,other states-91 ,contact-483

745 have recovered

TVM 161
Malappuram 86
Idukki 70
Kozhikode 68
Kottayam 59
Palakkad 41
Thrissur 40
Kannur 38
Kasaegode 38
Alappuzha 30
Kollam 22
Pathanamthitta 17
Wayanad 17
Ernakulam 15"
3,"കൊവിഡ് ബാധിച്ച് ആലപ്പുഴയിൽ 2 മരണം Covid 19 Death

2 more covid deaths reported from alappuzha
 https://www.youtube.com/watch?v=t4P82L1t9Bc …pic.twitter.com/Xdpu8kGqY3"
4,"Friendship matters 
  

Soon we will have Covid test and result in 30 seconds !! https://twitter.com/sidhant/status/1287447077895565312 …"
5,"India tests 4.2 L samples for Covid-19 in 24 hrs, testing capacity at all-time high
 https://www.hindustantimes.com/india-news/india-tests-4-2-lakh-samples-for-covid-19-infection-in-24-hours-testing-capacity-at-all-time-high/story-bCnYQczw06mIvwA7z9PthK.html …pic.twitter.com/T8eVfMHzgE"
6,"Trivandrum : 175
Kasargode : 107
Pathanamthitta : 91
Kollam : 74
Ernakulam : 61
Kozhikode : 57
Malappuram : 56
Kottayam : 54
Idukki : 48
Kannur : 47
Alappuzha : 46
Palakkad : 42
Thrissur : 41
Wayanad : 28

#Kerala_Covid_Updates.    
#Break_The_Chain"
7,"കേരളത്തിൽ 927 പേർക്കുകൂടി Covid
Trvndrm 175,  Kollam 74,  Palakkad 42, Ernakulam 61, Alappuzha 46,  Kannur 47, Kasargod 107,Wayanad 28,  Kozhikode 57,   Pathanamthitta 91, Thrissur 41, Malappuram 56, Kottayam 54,… https://www.instagram.com/p/CDGwNs8H9pL/?igshid=1x5lxbix0pyjr …"
8,"927 COVID-19 cases in Kerala today.Abroad-76,other states-91,contact-733

689 have recovered today

TVM-175,kasargode-107,Pathanamthitta-91,Kollam-74,Ernakulam-61,Kozhikode-57,Malappuram-56,Kottayam-54,Idukki-48,Kannur-47,Alappuzha-46,Palakkad-42,Thrissur-41,Wayanad-28"
9,"കൊവിഡ് ബാധിച്ച് ആലപ്പുഴയിൽ 2 മരണം Covid 19 Death

2 more covid deaths reported from alappuzha
 https://www.youtube.com/watch?v=t4P82L1t9Bc …pic.twitter.com/4XhdQpz1GE"
10,"India's Covid-19 case fatality rate drops to 2.38%; recovery rate rises to 63.3%
 https://www.livemint.com/news/india/india-s-covid-19-case-fatality-rate-drops-to-2-38-recovery-rate-rises-to-63-3-11595593107527.html …pic.twitter.com/lnliaUNVQR"
11,"Over 10 cr free LPG cylinders delivered as Covid-19 relief 
 https://www.deccanherald.com/national/over-10-cr-free-lpg-cylinders-delivered-as-covid-19-relief-865168.html …pic.twitter.com/CPrk5u2sVU"
12,"More than 1.5 crore Covid-19 samples tested so far: Govt 
 https://www.livemint.com/news/india/more-than-1-5-crore-covid-19-samples-tested-so-far-govt-11595586144912.html …pic.twitter.com/rpN2xJ15EE"
13,"Trivandrum : 240
Kozhikode : 110
Kasargode : 105
Alappuzha : 102
Kollam : 80
Ernakulam : 79
Kottayam : 77
Malappuram : 68
Kannur : 62
Pathanamthitta : 52
Idukki : 40
Thrissur : 36
Palakkad : 35
Wayanad : 17

#Kerala_Covid_Updates.
#Break_The_Chain"
